OK   | seed=0 | style=paraphrase_formal | call=1 | focus=unknown | q=Can the infestation of termites (deemak/geda) in wheat crops
OK   | seed=13 | style=paraphrase_short | call=2 | focus=unknown | q=Should zinc and phosphorous be applied in dry fields before 
OK   | seed=13 | style=paraphrase_short | call=3 | focus=application_timing | q=What is the best time to apply zinc and phosphorous for padd
OK   | seed=13 | style=paraphrase_short | call=4 | focus=unknown | q=Is zinc and phosphorous suitable for dry paddy fields before
OK   | seed=13 | style=paraphrase_short | call=5 | focus=unknown | q=Does zinc and phosphorus work in dry paddy fields?
OK   | seed=13 | style=paraphrase_problem_description | call=1 | focus=unknown | q=Can the leaves of my paddy plants look pale and stunted even
OK   | seed=13 | style=paraphrase_problem_description | call=2 | focus=unknown | q=Should I apply zinc and phosphorus fertilizers in my dry pad
OK   | seed=13 | style=paraphrase_problem_description | call=3 | focus=unknown | q=What is happening to my paddy plants in the dry field?
OK   | seed=13 | style=paraphrase_problem_description | call=4 | focus=unknown | q=Is the soil in my field too dry for applying zinc and phosph
OK   | seed=13 | style=paraphrase_problem_description | call=5 | focus=unknown | q=Does the soil in my paddy field not take in the fertilizers 
OK   | seed=13 | style=paraphrase_followup | call=1 | focus=unknown | q=Can I apply zinc and phosphorous fertilizers after transplan
OK   | seed=13 | style=paraphrase_followup | call=2 | focus=unknown | q=Should zinc and phosphorus be applied during the last puddli
DUPE | seed=13 | style=paraphrase_followup | q=What is the best time to apply zinc and phosphorous for padd
OK   | seed=13 | style=paraphrase_followup | call=4 | focus=unknown | q=Is it necessary to apply phosphorous and zinc during land pr
OK   | seed=13 | style=paraphrase_followup | call=5 | focus=unknown | q=Does applying zinc and phosphorous in dry fields waste the f
OK   | seed=13 | style=paraphrase_followup | call=6 | focus=unknown | q=Are zinc and phosphorous fertilizers effective when applied 
OK   | seed=13 | style=paraphrase_yes_no | call=1 | focus=unknown | q=Can zinc and phosphorous fertilizers be applied in dry field
DUPE | seed=13 | style=paraphrase_yes_no | q=Should zinc and phosphorous be applied in dry fields before 
OK   | seed=13 | style=paraphrase_yes_no | call=3 | focus=unknown | q=What is the availability of zinc and phosphorous in dry fiel
OK   | seed=13 | style=paraphrase_yes_no | call=4 | focus=unknown | q=Is it advisable to apply zinc and phosphorous fertilizers in
OK   | seed=13 | style=paraphrase_yes_no | call=5 | focus=unknown | q=Does applying zinc and phosphorous in dry fields before tran
OK   | seed=13 | style=paraphrase_yes_no | call=6 | focus=unknown | q=Are zinc and phosphorous fertilizers recommended for dry fie
OK   | seed=13 | style=paraphrase_preventive | call=1 | focus=unknown | q=Can proper soil preparation help in preventing nutrient wast
OK   | seed=13 | style=paraphrase_preventive | call=2 | focus=unknown | q=Should farmers avoid applying zinc and phosphorous in dry fi
OK   | seed=13 | style=paraphrase_preventive | call=3 | focus=unknown | q=What is the best way to ensure proper nutrient availability 
OK   | seed=13 | style=paraphrase_preventive | call=4 | focus=unknown | q=Is there a way to prevent poor nutrient uptake in paddy fiel
OK   | seed=13 | style=paraphrase_preventive | call=5 | focus=unknown | q=Does applying zinc and phosphorous in dry fields before tran
DUPE | seed=13 | style=paraphrase_comparison | q=Can zinc and phosphorous be used in dry fields before transp
DUPE | seed=13 | style=paraphrase_comparison | q=Should zinc and phosphorous be applied in dry fields before 
OK   | seed=13 | style=paraphrase_comparison | call=3 | focus=soil_condition | q=What is the difference in the application of zinc and phosph
OK   | seed=13 | style=paraphrase_comparison | call=4 | focus=unknown | q=Is applying zinc and phosphorous in dry fields before transp
OK   | seed=13 | style=paraphrase_comparison | call=5 | focus=unknown | q=Does applying zinc and phosphorous in dry fields before tran
OK   | seed=13 | style=paraphrase_comparison | call=6 | focus=unknown | q=Are zinc and phosphorous more effective when applied during 
OK   | seed=13 | style=paraphrase_comparison | call=7 | focus=unknown | q=What is the difference between applying zinc and phosphorous
OK   | seed=13 | style=paraphrase_cause | call=1 | focus=unknown | q=Can the lack of moisture in dry fields affect the effectiven
DUPE | seed=13 | style=paraphrase_cause | q=Should zinc and phosphorous be applied in dry fields before 
OK   | seed=13 | style=paraphrase_cause | call=3 | focus=unknown | q=What is the reason behind the reduced effectiveness of zinc 
OK   | seed=13 | style=paraphrase_cause | call=4 | focus=unknown | q=Is the lack of moisture in dry fields the reason why zinc an
OK   | seed=13 | style=paraphrase_cause | call=5 | focus=unknown | q=Does dry soil reduce the effectiveness of zinc and phosphoru
OK   | seed=13 | style=paraphrase_cause | call=6 | focus=soil_condition | q=Are dry soil conditions the reason why zinc and phosphorous 
DUPE | seed=13 | style=paraphrase_quantity_focused | q=Can zinc and phosphorous fertilizers be applied in dry field
OK   | seed=13 | style=paraphrase_quantity_focused | call=2 | focus=unknown | q=Should the application of phosphorous be avoided in dry fiel
OK   | seed=13 | style=paraphrase_quantity_focused | call=3 | focus=unknown | q=What is the recommended time for applying phosphorous and zi
OK   | seed=13 | style=paraphrase_quantity_focused | call=4 | focus=application_timing | q=Is there a specific time to apply zinc and phosphorous ferti
DUPE | seed=13 | style=paraphrase_quantity_focused | q=Does applying zinc and phosphorous in dry fields before tran
OK   | seed=13 | style=paraphrase_quantity_focused | call=6 | focus=unknown | q=Are zinc and phosphorous fertilizers effective in dry fields
DUPE | seed=13 | style=paraphrase_quantity_focused | q=What is the recommended time for applying zinc and phosphoro
OK   | seed=13 | style=paraphrase_quantity_focused | call=8 | focus=dosage_quantity | q=Which quantity of zinc and phosphorous fertilizers is not re
DUPE | seed=13 | style=paraphrase_timing_focused | q=Can zinc and phosphorous be applied before transplanting pad
DUPE | seed=13 | style=paraphrase_timing_focused | q=Should zinc and phosphorous fertilizers be applied before tr
DUPE | seed=13 | style=paraphrase_timing_focused | q=What is the best time to apply zinc and phosphorous fertiliz
DUPE | seed=13 | style=paraphrase_timing_focused | q=Is it advisable to apply zinc and phosphorus fertilizers in 
OK   | seed=13 | style=paraphrase_timing_focused | call=5 | focus=unknown | q=Does applying zinc and phosphorus in dry fields before trans
OK   | seed=13 | style=paraphrase_timing_focused | call=6 | focus=unknown | q=When should zinc and phosphorous fertilizers be applied for 
DUPE | seed=13 | style=paraphrase_timing_focused | q=When is the best time to apply zinc and phosphorous for padd
DUPE | seed=13 | style=paraphrase_timing_focused | q=When should zinc and phosphorous fertilizers be applied for 
OK   | seed=13 | style=paraphrase_timing_focused | call=9 | focus=unknown | q=When should zinc and phosphorous fertilizers be applied for 
OK   | seed=13 | style=paraphrase_timing_focused | call=10 | focus=unknown | q=Why is it not advisable to apply zinc and phosphorous before
DUPE | seed=13 | style=paraphrase_timing_focused | q=Can zinc and phosphorous be applied in dry fields before tra
DUPE | seed=13 | style=paraphrase_timing_focused | q=Should zinc and phosphorous fertilizers be applied before tr
DUPE | seed=13 | style=paraphrase_timing_focused | q=What is the best time to apply zinc and phosphorous for padd
DUPE | seed=13 | style=paraphrase_timing_focused | q=Is it advisable to apply zinc and phosphorous fertilizers be
OK   | seed=13 | style=paraphrase_timing_focused | call=15 | focus=unknown | q=Does the timing of applying zinc and phosphorous matter for 
OK   | seed=14 | style=paraphrase_formal | call=1 | focus=unknown | q=What are the recommended methods for managing powdery mildew
OK   | seed=14 | style=paraphrase_formal | call=2 | focus=unknown | q=Which methods are recommended for managing powdery mildew in
OK   | seed=14 | style=paraphrase_formal | call=3 | focus=unknown | q=When should integrated disease management strategies be appl
OK   | seed=14 | style=paraphrase_formal | call=4 | focus=unknown | q=Why is powdery mildew a concern for okra cultivation in Punj
OK   | seed=14 | style=paraphrase_formal | call=5 | focus=unknown | q=Can downy mildew be controlled in okra crops?
OK   | seed=14 | style=paraphrase_short | call=1 | focus=unknown | q=What is the control for powdery mildew in okra?
OK   | seed=14 | style=paraphrase_short | call=2 | focus=unknown | q=Which methods control powdery mildew in okra?
OK   | seed=14 | style=paraphrase_short | call=3 | focus=unknown | q=When should powdery mildew be controlled in okra?
OK   | seed=14 | style=paraphrase_short | call=4 | focus=unknown | q=Why is powdery mildew a problem in okra?
OK   | seed=14 | style=paraphrase_short | call=5 | focus=unknown | q=Can powdery mildew affect okra?
OK   | seed=14 | style=paraphrase_problem_description | call=1 | focus=symptom_detail | q=What should I do if my okra plants have white, powdery spots
OK   | seed=14 | style=paraphrase_problem_description | call=2 | focus=symptom_detail | q=Which symptoms are observed on the leaves of the okra plant 
OK   | seed=14 | style=paraphrase_problem_description | call=3 | focus=symptom_detail | q=When I look at my okra plants, I notice small white spots on
OK   | seed=14 | style=paraphrase_problem_description | call=4 | focus=unknown | q=Why are the older leaves of my okra plants turning yellow an
OK   | seed=14 | style=paraphrase_problem_description | call=5 | focus=unknown | q=Can the leaves of my okra plants be turning yellow and have 
OK   | seed=14 | style=paraphrase_followup | call=1 | focus=dosage_quantity | q=What is the recommended dosage of neem oil for controlling p
OK   | seed=14 | style=paraphrase_followup | call=2 | focus=application_method | q=Which application method is recommended for neem oil-based E
OK   | seed=14 | style=paraphrase_followup | call=3 | focus=unknown | q=When should the neem oil spray be applied for powdery mildew
OK   | seed=14 | style=paraphrase_followup | call=4 | focus=unknown | q=Why is powdery mildew more common in older leaves of okra pl
OK   | seed=14 | style=paraphrase_followup | call=5 | focus=unknown | q=Can I use neem oil for powdery mildew in okra?
OK   | seed=14 | style=paraphrase_yes_no | call=1 | focus=unknown | q=What is the recommended approach for managing powdery mildew
OK   | seed=14 | style=paraphrase_yes_no | call=2 | focus=unknown | q=Which method is recommended for controlling powdery mildew i
OK   | seed=14 | style=paraphrase_yes_no | call=3 | focus=application_timing | q=When is the best time to apply azadirachtin 0.03% neem oil-b
OK   | seed=14 | style=paraphrase_yes_no | call=4 | focus=unknown | q=Why is downy mildew not considered a serious threat to okra 
OK   | seed=14 | style=paraphrase_yes_no | call=5 | focus=unknown | q=Can powdery mildew affect okra plants?
OK   | seed=14 | style=paraphrase_preventive | call=1 | focus=unknown | q=What are the preventive measures to avoid powdery mildew in 
OK   | seed=14 | style=paraphrase_preventive | call=2 | focus=unknown | q=Which practices can be followed to prevent powdery mildew in
OK   | seed=14 | style=paraphrase_preventive | call=3 | focus=unknown | q=When should proper plant spacing be maintained to prevent po
DUPE | seed=14 | style=paraphrase_preventive | q=Why should proper plant spacing be maintained to prevent pow
OK   | seed=14 | style=paraphrase_preventive | call=5 | focus=unknown | q=Can downy mildew in okra be prevented?
OK   | seed=14 | style=paraphrase_preventive | call=6 | focus=unknown | q=Should farmers ensure proper plant spacing to prevent powder
OK   | seed=14 | style=paraphrase_comparison | call=1 | focus=unknown | q=What are the differences between powdery mildew and downy mi
OK   | seed=14 | style=paraphrase_comparison | call=2 | focus=unknown | q=Which is more effective for controlling powdery mildew in ok
OK   | seed=14 | style=paraphrase_comparison | call=3 | focus=unknown | q=When comparing the effectiveness of neem oil and sulfur in c
OK   | seed=14 | style=paraphrase_comparison | call=4 | focus=unknown | q=Why is powdery mildew more concerning than downy mildew in o
OK   | seed=14 | style=paraphrase_comparison | call=5 | focus=unknown | q=Can neem oil and sulfur be used together to control powdery 
OK   | seed=14 | style=paraphrase_cause | call=1 | focus=unknown | q=What causes powdery mildew to develop in okra crops?
OK   | seed=14 | style=paraphrase_cause | call=2 | focus=unknown | q=Which factors contribute to the occurrence of powdery mildew
OK   | seed=14 | style=paraphrase_cause | call=3 | focus=unknown | q=When does powdery mildew in okra become a serious problem?
OK   | seed=14 | style=paraphrase_cause | call=4 | focus=unknown | q=Why does powdery mildew affect okra crops in Punjab during t
OK   | seed=14 | style=paraphrase_cause | call=5 | focus=pathogen_name | q=Can powdery mildew in okra be caused by high humidity?
OK   | seed=14 | style=paraphrase_quantity_focused | call=1 | focus=dosage_quantity | q=What is the recommended dosage of neem oil-based EC for cont
OK   | seed=14 | style=paraphrase_quantity_focused | call=2 | focus=dosage_quantity | q=Which quantity of azadirachtin 0.03% neem oil-based EC is re
OK   | seed=14 | style=paraphrase_quantity_focused | call=3 | focus=unknown | q=When should sulphur 80% WP be applied for controlling powder
OK   | seed=14 | style=paraphrase_quantity_focused | call=4 | focus=dosage_quantity | q=Why should azadirachtin 0.03% neem oil-based EC be applied a
OK   | seed=14 | style=paraphrase_quantity_focused | call=5 | focus=unknown | q=Can 80% WP sulphur be used for downy mildew in okra?
OK   | seed=14 | style=paraphrase_timing_focused | call=1 | focus=application_timing | q=What is the best time to apply neem oil for controlling powd
OK   | seed=14 | style=paraphrase_timing_focused | call=2 | focus=unknown | q=When should I apply neem oil to control powdery mildew in ok
DUPE | seed=14 | style=paraphrase_timing_focused | q=When should I apply neem oil to control powdery mildew in ok
OK   | seed=14 | style=paraphrase_timing_focused | call=4 | focus=unknown | q=Why should azadirachtin 0.03% neem oil-based EC be sprayed a
OK   | seed=14 | style=paraphrase_timing_focused | call=5 | focus=unknown | q=Can powdery mildew in okra be controlled by spraying neem oi
OK   | seed=14 | style=paraphrase_timing_focused | call=6 | focus=unknown | q=Should the application of neem oil be done at a specific tim
OK   | seed=15 | style=paraphrase_formal | call=1 | focus=application_method | q=What is the recommended foliar spray treatment for zinc defi
OK   | seed=15 | style=paraphrase_formal | call=2 | focus=application_method | q=Is there a recommended foliar spray for addressing zinc defi
OK   | seed=15 | style=paraphrase_formal | call=3 | focus=symptom_detail | q=Does the application of zinc sulphate help in managing zinc 
OK   | seed=15 | style=paraphrase_formal | call=4 | focus=symptom_detail | q=What is the recommended foliar application for addressing zi
OK   | seed=15 | style=paraphrase_formal | call=5 | focus=application_method | q=What is the recommended foliar spray for zinc deficiency in 
OK   | seed=15 | style=paraphrase_short | call=1 | focus=application_method | q=What is foliar spray for zinc deficiency in paddy?
OK   | seed=15 | style=paraphrase_short | call=2 | focus=application_method | q=Is foliar spray effective for zinc deficiency in paddy?
OK   | seed=15 | style=paraphrase_short | call=3 | focus=application_method | q=Does zinc deficiency in paddy require foliar spray?
OK   | seed=15 | style=paraphrase_short | call=4 | focus=application_method | q=Are foliar sprays effective for zinc deficiency in paddy?
DUPE | seed=15 | style=paraphrase_short | q=What is the foliar spray for zinc deficiency in paddy?
OK   | seed=15 | style=paraphrase_short | call=6 | focus=application_method | q=Which zinc sulphate solution is suitable for paddy foliar sp
OK   | seed=15 | style=paraphrase_problem_description | call=1 | focus=symptom_detail | q=What is the treatment for paddy plants showing reddish leave
OK   | seed=15 | style=paraphrase_problem_description | call=2 | focus=unknown | q=Is my paddy field showing reddish leaves and plants that are
OK   | seed=15 | style=paraphrase_problem_description | call=3 | focus=symptom_detail | q=Does my paddy field have yellowing leaves and weak growth?
OK   | seed=15 | style=paraphrase_problem_description | call=4 | focus=unknown | q=Are the leaves of my paddy plants turning reddish and the pl
OK   | seed=15 | style=paraphrase_problem_description | call=5 | focus=unknown | q=What should I do if my paddy plants have red leaves and are 
OK   | seed=15 | style=paraphrase_followup | call=1 | focus=application_method | q=What is the correct dosage of zinc sulphate monohydrate for 
OK   | seed=15 | style=paraphrase_followup | call=2 | focus=unknown | q=Is there any alternative to zinc sulphate for treating zinc 
OK   | seed=15 | style=paraphrase_followup | call=3 | focus=unknown | q=Does the application of zinc sulphate heptahydrate require a
OK   | seed=15 | style=paraphrase_followup | call=4 | focus=soil_condition | q=Are there any specific soil conditions where the zinc sulpha
OK   | seed=15 | style=paraphrase_followup | call=5 | focus=unknown | q=What is the amount of zinc sulphate heptahydrate needed for 
OK   | seed=15 | style=paraphrase_yes_no | call=1 | focus=application_method | q=Is it necessary to broadcast zinc sulphate in patches even a
OK   | seed=15 | style=paraphrase_yes_no | call=2 | focus=application_method | q=Is it necessary to broadcast zinc sulphate in addition to fo
OK   | seed=15 | style=paraphrase_yes_no | call=3 | focus=unknown | q=Does applying zinc sulphate monohydrate in a 0.3% solution h
OK   | seed=15 | style=paraphrase_yes_no | call=4 | focus=application_method | q=Are foliar sprays of zinc sulphate effective for treating zi
SKIP | seed=15 | style=paraphrase_yes_no | call=5
OK   | seed=15 | style=paraphrase_yes_no | call=6 | focus=unknown | q=Which zinc sulphate formulation is recommended for foliar ap
OK   | seed=15 | style=paraphrase_preventive | call=1 | focus=unknown | q=What is the method to prevent zinc deficiency in paddy that 
OK   | seed=15 | style=paraphrase_preventive | call=2 | focus=unknown | q=Is there a way to prevent zinc deficiency in paddy that caus
OK   | seed=15 | style=paraphrase_preventive | call=3 | focus=unknown | q=Does proper soil preparation help in preventing zinc deficie
OK   | seed=15 | style=paraphrase_preventive | call=4 | focus=unknown | q=Are there any preventive measures to avoid zinc deficiency i
OK   | seed=15 | style=paraphrase_preventive | call=5 | focus=unknown | q=What can be done to prevent zinc deficiency in paddy?
OK   | seed=15 | style=paraphrase_comparison | call=1 | focus=application_method | q=What is the difference between using zinc sulphate heptahydr
OK   | seed=15 | style=paraphrase_comparison | call=2 | focus=unknown | q=Is zinc sulphate heptahydrate more effective than zinc sulph
OK   | seed=15 | style=paraphrase_comparison | call=3 | focus=unknown | q=Does zinc sulphate heptahydrate or zinc sulphate monohydrate
OK   | seed=15 | style=paraphrase_comparison | call=4 | focus=unknown | q=Are 0.5% zinc sulphate heptahydrate and 0.3% zinc sulphate m
OK   | seed=15 | style=paraphrase_comparison | call=5 | focus=unknown | q=What is the difference between using zinc sulphate heptahydr
OK   | seed=15 | style=paraphrase_cause | call=1 | focus=unknown | q=What is the cause of reddish leaves and drying plants in pad
OK   | seed=15 | style=paraphrase_cause | call=2 | focus=symptom_detail | q=Why do paddy plants show reddish leaves and drying symptoms?
OK   | seed=15 | style=paraphrase_cause | call=3 | focus=unknown | q=Does the presence of zinc deficiency in paddy lead to reddis
OK   | seed=15 | style=paraphrase_cause | call=4 | focus=pathogen_name | q=Are the reddish leaves and drying in paddy caused by a lack 
OK   | seed=15 | style=paraphrase_cause | call=5 | focus=unknown | q=What causes the reddish leaves and drying in paddy plants?
OK   | seed=15 | style=paraphrase_quantity_focused | call=1 | focus=application_method | q=What is the quantity of zinc sulphate heptahydrate required 
OK   | seed=15 | style=paraphrase_quantity_focused | call=2 | focus=application_method | q=Is 500 g of zinc sulphate heptahydrate required per acre for
OK   | seed=15 | style=paraphrase_quantity_focused | call=3 | focus=dosage_quantity | q=Does 0.5% zinc sulphate heptahydrate solution require 500 g 
OK   | seed=15 | style=paraphrase_quantity_focused | call=4 | focus=application_method | q=Are 500 grams of zinc sulphate heptahydrate required per acr
OK   | seed=15 | style=paraphrase_quantity_focused | call=5 | focus=application_method | q=What is the amount of zinc sulphate heptahydrate needed for 
OK   | seed=15 | style=paraphrase_timing_focused | call=1 | focus=application_timing | q=What is the best time to apply foliar spray for zinc deficie
OK   | seed=15 | style=paraphrase_timing_focused | call=2 | focus=application_timing | q=Is there a specific time to apply foliar spray for zinc defi
OK   | seed=15 | style=paraphrase_timing_focused | call=3 | focus=application_method | q=When should the foliar spray for zinc deficiency in paddy be
OK   | seed=15 | style=paraphrase_timing_focused | call=4 | focus=unknown | q=Are there specific times during the paddy growth cycle when 
DUPE | seed=15 | style=paraphrase_timing_focused | q=What is the best time to apply foliar spray for zinc deficie
OK   | seed=15 | style=paraphrase_timing_focused | call=6 | focus=application_timing | q=Which stage of paddy growth is best for applying foliar spra
OK   | seed=16 | style=paraphrase_formal | call=1 | focus=unknown | q=Are there effective methods to manage hailstorm damage in pa
OK   | seed=16 | style=paraphrase_formal | call=2 | focus=unknown | q=What are the appropriate steps to manage hailstorm damage in
OK   | seed=16 | style=paraphrase_formal | call=3 | focus=unknown | q=Which measures can be taken to prevent secondary infections 
OK   | seed=16 | style=paraphrase_formal | call=4 | focus=unknown | q=When should preventive fungicide applications be made after 
OK   | seed=16 | style=paraphrase_formal | call=5 | focus=unknown | q=Why is hailstorm damage a concern in paddy nurseries?
OK   | seed=16 | style=paraphrase_short | call=1 | focus=unknown | q=Are hailstorm damages in paddy nurseries preventable?
OK   | seed=16 | style=paraphrase_short | call=2 | focus=unknown | q=What steps to take after hailstorm in paddy nursery?
OK   | seed=16 | style=paraphrase_short | call=3 | focus=chemical_name | q=Which fungicides to apply after hailstorm in paddy nursery?
OK   | seed=16 | style=paraphrase_short | call=4 | focus=application_timing | q=When to apply fungicides after hailstorm?
OK   | seed=16 | style=paraphrase_short | call=5 | focus=unknown | q=Why is hailstorm damage in paddy nurseries a problem?
OK   | seed=16 | style=paraphrase_problem_description | call=1 | focus=unknown | q=Are the paddy seedlings in the nursery showing torn leaves, 
OK   | seed=16 | style=paraphrase_problem_description | call=2 | focus=symptom_detail | q=What are the visible signs of damage in my paddy nursery aft
OK   | seed=16 | style=paraphrase_problem_description | call=3 | focus=symptom_detail | q=Which symptoms are visible in paddy nursery after a hailstor
OK   | seed=16 | style=paraphrase_problem_description | call=4 | focus=unknown | q=When I look at my paddy nursery, I see torn leaves and broke
OK   | seed=16 | style=paraphrase_problem_description | call=5 | focus=unknown | q=Why are my paddy seedlings looking damaged with torn leaves 
OK   | seed=16 | style=paraphrase_followup | call=1 | focus=unknown | q=Are there any specific steps to follow after applying the fu
OK   | seed=16 | style=paraphrase_followup | call=2 | focus=dosage_quantity | q=What is the recommended dosage for Carbendazim 50% WP to pre
OK   | seed=16 | style=paraphrase_followup | call=3 | focus=chemical_name | q=Which chemical can be used to prevent bacterial infections a
OK   | seed=16 | style=paraphrase_followup | call=4 | focus=unknown | q=When should I apply fungicides after a hailstorm in my paddy
OK   | seed=16 | style=paraphrase_followup | call=5 | focus=unknown | q=Why should I drain water from the nursery after a hailstorm?
OK   | seed=16 | style=paraphrase_yes_no | call=1 | focus=unknown | q=Are fungicides recommended for managing hailstorm damage in 
OK   | seed=16 | style=paraphrase_yes_no | call=2 | focus=unknown | q=What should be done immediately after a hailstorm damages pa
OK   | seed=16 | style=paraphrase_yes_no | call=3 | focus=chemical_name | q=Which fungicide can be applied to prevent fungal infections 
OK   | seed=16 | style=paraphrase_yes_no | call=4 | focus=unknown | q=When should fungicides be applied after a hailstorm in paddy
OK   | seed=16 | style=paraphrase_yes_no | call=5 | focus=unknown | q=Why is it important to drain water after a hailstorm in padd
OK   | seed=16 | style=paraphrase_preventive | call=1 | focus=unknown | q=Are there any preventive measures to reduce hailstorm damage
OK   | seed=16 | style=paraphrase_preventive | call=2 | focus=unknown | q=What steps can be taken to prevent hailstorm damage in paddy
OK   | seed=16 | style=paraphrase_preventive | call=3 | focus=unknown | q=Which cultural practices can help prevent hailstorm damage i
OK   | seed=16 | style=paraphrase_preventive | call=4 | focus=unknown | q=When should protective netting be used in paddy nurseries to
DUPE | seed=16 | style=paraphrase_preventive | q=Why is it important to drain water after a hailstorm in padd
OK   | seed=16 | style=paraphrase_preventive | call=6 | focus=unknown | q=Can I use protective netting to prevent hailstorm damage in 
OK   | seed=16 | style=paraphrase_comparison | call=1 | focus=unknown | q=Are Carbendazim 50% WP and Mancozeb 75% WP both effective fo
OK   | seed=16 | style=paraphrase_comparison | call=2 | focus=unknown | q=What is the difference between using Carbendazim 50% WP and 
OK   | seed=16 | style=paraphrase_comparison | call=3 | focus=chemical_name | q=Which fungicide is better to prevent fungal infections after
OK   | seed=16 | style=paraphrase_comparison | call=4 | focus=unknown | q=When comparing Carbendazim 50% WP and Mancozeb 75% WP for ha
OK   | seed=16 | style=paraphrase_comparison | call=5 | focus=unknown | q=Why should farmers use Carbendazim or Mancozeb after a hails
OK   | seed=16 | style=paraphrase_cause | call=1 | focus=unknown | q=Are hailstorms the main cause of damage in paddy nurseries, 
OK   | seed=16 | style=paraphrase_cause | call=2 | focus=unknown | q=What causes paddy seedlings to get infected after a hailstor
OK   | seed=16 | style=paraphrase_cause | call=3 | focus=unknown | q=Which factors make paddy seedlings more vulnerable to infect
OK   | seed=16 | style=paraphrase_cause | call=4 | focus=unknown | q=When does hailstorm damage in paddy nurseries lead to increa
OK   | seed=16 | style=paraphrase_cause | call=5 | focus=unknown | q=Why do hailstorms harm paddy seedlings?
OK   | seed=16 | style=paraphrase_quantity_focused | call=1 | focus=dosage_quantity | q=Are how much Carbendazim 50% WP required per acre for preven
OK   | seed=16 | style=paraphrase_quantity_focused | call=2 | focus=dosage_quantity | q=What is the recommended dosage of Carbendazim 50% WP for pre
OK   | seed=16 | style=paraphrase_quantity_focused | call=3 | focus=dosage_quantity | q=Which quantity of Carbendazim 50% WP should be applied per a
DUPE | seed=16 | style=paraphrase_quantity_focused | q=When should fungicides be applied after a hailstorm in paddy
OK   | seed=16 | style=paraphrase_quantity_focused | call=5 | focus=unknown | q=Why should Carbendazim 50% WP be used after a hailstorm?
OK   | seed=16 | style=paraphrase_quantity_focused | call=6 | focus=unknown | q=Can I apply Carbendazim 50% WP after a hailstorm in paddy nu
DUPE | seed=16 | style=paraphrase_timing_focused | q=When should fungicides be applied after a hailstorm in paddy
OK   | seed=16 | style=paraphrase_timing_focused | call=2 | focus=application_timing | q=What is the best time to apply fungicides after a hailstorm 
OK   | seed=16 | style=paraphrase_timing_focused | call=3 | focus=unknown | q=Which timing is recommended for applying fungicides after a 
DUPE | seed=16 | style=paraphrase_timing_focused | q=When should fungicides be applied after a hailstorm in paddy
OK   | seed=16 | style=paraphrase_timing_focused | call=5 | focus=unknown | q=Why should fungicides be applied within 48 hours after a hai
OK   | seed=16 | style=paraphrase_timing_focused | call=6 | focus=unknown | q=Can hailstorm-damaged paddy seedlings be treated after 48 ho
DUPE | seed=16 | style=paraphrase_timing_focused | q=Should fungicides be applied immediately after a hailstorm i
DUPE | seed=16 | style=paraphrase_timing_focused | q=What is the best time to apply fungicides after a hailstorm 
OK   | seed=16 | style=paraphrase_timing_focused | call=9 | focus=unknown | q=Is it necessary to apply fungicides after a hailstorm in pad
OK   | seed=17 | style=paraphrase_formal | call=1 | focus=unknown | q=Does the recommended fertilizer schedule for irrigated wheat
OK   | seed=17 | style=paraphrase_formal | call=2 | focus=unknown | q=Are there specific fertilizer application schedules recommen
OK   | seed=17 | style=paraphrase_formal | call=3 | focus=unknown | q=What are the specific fertilizer application timings and met
OK   | seed=17 | style=paraphrase_formal | call=4 | focus=unknown | q=Which fertilizer application schedule is advised for irrigat
OK   | seed=17 | style=paraphrase_formal | call=5 | focus=unknown | q=When should fertilizers be applied for irrigated wheat in Ut
OK   | seed=17 | style=paraphrase_short | call=1 | focus=dosage_quantity | q=Does Uttar Pradesh recommend specific fertilizer doses for i
OK   | seed=17 | style=paraphrase_short | call=2 | focus=dosage_quantity | q=Are there specific fertilizer doses for irrigated wheat in U
OK   | seed=17 | style=paraphrase_short | call=3 | focus=dosage_quantity | q=What is the nitrogen dose for irrigated wheat in UP?
OK   | seed=17 | style=paraphrase_short | call=4 | focus=dosage_quantity | q=Which fertilizer doses are recommended for irrigated wheat i
DUPE | seed=17 | style=paraphrase_short | q=When should fertilizers be applied for wheat in Uttar Prades
OK   | seed=17 | style=paraphrase_short | call=6 | focus=unknown | q=Why apply 50% nitrogen at sowing time for wheat?
OK   | seed=17 | style=paraphrase_problem_description | call=1 | focus=symptom_detail | q=Does the wheat in my field show yellowing between the leaf v
OK   | seed=17 | style=paraphrase_problem_description | call=2 | focus=unknown | q=Are the leaves of my wheat plants turning yellow between the
OK   | seed=17 | style=paraphrase_problem_description | call=3 | focus=symptom_detail | q=What can be done if the wheat plants are showing yellowing b
OK   | seed=17 | style=paraphrase_problem_description | call=4 | focus=symptom_detail | q=Which crops are showing poor growth and yellowing between th
OK   | seed=17 | style=paraphrase_problem_description | call=5 | focus=unknown | q=When the wheat plants are not growing properly and the leave
OK   | seed=17 | style=paraphrase_followup | call=1 | focus=unknown | q=Does the recommended fertilizer schedule for wheat in Uttar 
OK   | seed=17 | style=paraphrase_followup | call=2 | focus=unknown | q=Are there any specific precautions to take while applying fe
OK   | seed=17 | style=paraphrase_followup | call=3 | focus=unknown | q=What is the correct method for applying fertilizers at sowin
OK   | seed=17 | style=paraphrase_followup | call=4 | focus=unknown | q=Which method should I use to apply fertilizers during the so
SKIP | seed=17 | style=paraphrase_followup | call=5
