generated_id,style,source_answer_id,source_question_id,crop,state,district,season,domain,generated_question,generated_answer,seed_question,timestamp
si_v2_paraph_69ab9f3b_47,paraphrase_timing_focused,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,When should NP(S) 20-20-0-13 fertilizer be applied for maize crop?,"NP(S) 20-20-0-13 should be applied during sowing and through broadcasting. The dosage should be as per the crop and the soil (As per general recommendation for the State). It is advised not to use the NP(S) 20-20-0-13 with standing crops, application of NP(S) 20-20-0-13 through seed-cum fertilizer gives better outputs.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:22.361356
si_v2_paraph_69ab9f3b_48,paraphrase_regional_hindi,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,Makka ke kheta mein NPK 20:20:13 aur magnesium sulphate ke liye kya foliar spray ka composition hai?,"20:20:13 ke koi fertilizer nahi hai. Kisan ne 20:20:0:13 fertilizer ke saath galat samajh liya hai. 20:20:0:13 nitrogen, phosphorus, aur sulphur deta hai. 100kg fertilizer 20kg nitrogen, 20kg phosphorus, aur 13kg sulphur deta hai. Yeh fertilizer potassium nahi deta. NP(S) 20-20-13 ko khet mein apply karna chahiye. Yeh seed sowing ke samay broadcast kiya jana chahiye. Dosh ka upay khet aur मिट्टी ke hisab se karna chahiye. Yeh fertilizer foliar spray ke liye nahi hai. Kisan ko soil application ke liye use karna chahiye. Magnesium sulphate 1% (10 gm 1 litar pani mein) ka upay karna chahiye jab khet me sulphur ke kam ki tanda mile. Kisan ko soil test kara ke fertilizer ka dosh nikaalna chahiye. Soil test ke hisab se fertilizer ka upay karna chahiye. Foliar spray ke liye soil applied fertilizer ka upay nahi karna chahiye. Yeh crop ke liye phytotoxic effects ko cause kar sakta hai. Agar koi sawal hai to KVK ya local agricultural officer se contact kare.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:24.991370
si_v2_paraph_69ab9f3b_49,paraphrase_formal,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,What is the recommended composition of NPK 20:20:13 and magnesium sulphate for foliar application per acre for the maize crop?,"It is important to note that there is no fertilizer designated as 20:20:13. It is likely that the farmer is referring to NP(S) 20-20-13, which provides nitrogen, phosphorus, and sulphur. This fertilizer does not contain potassium. The nutrient content of NP(S) 20-20-13 is 20% nitrogen, 20% phosphorus, and 13% sulphur. This fertilizer is intended for soil application, and it is recommended to apply it during sowing through broadcasting. The dosage should be determined based on the crop requirements and soil conditions, as per the general recommendations for the state. It is not advisable to use NP(S) 20-20-13 as a foliar spray, as it is strictly intended for soil application.  Magnesium sulphate can be used as a foliar spray at a concentration of 1% (10 grams in 1 liter of water) when sulphur deficiency symptoms are observed. It is strongly recommended to conduct a soil test before applying any fertilizer. Based on the soil test results, the farmer should determine the appropriate quantity and method of application. The indiscriminate use of fertilizers as foliar sprays, especially when no deficiency symptoms are present, may lead to phytotoxic effects or reduce the efficiency of the fertilizer, thereby increasing the cost of cultivation. For further guidance on foliar nutrition, soil testing, deficiency diagnosis, or specific fertilizer recommendations, farmers are advised to contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:27.853123
si_v2_paraph_69ab9f3b_50,paraphrase_farmer_style,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,Makka ke kheta mein NPK 20:20:13 aur magnesim sulfa ke kheti ke liye kya aam tareeqa hai? Kya yeh daalna chahiye?,"NPK 20:20:13 naam ka koi dawa nahi hai. Shayed aapko 20:20:0:13 dawa samajh aaya ho. Yeh dawa nitrojen, fosfor aur sulfa deta hai. Yeh kheta mein 100 kg dene se 20 kg nitrojen, 20 kg fosfor aur 13 kg sulfa milega. Yeh dawa potassium nahi deti. Yeh dawa kheta mein dali jaye, khase sowing waqt. Dose kheta ke hisab se hoti hai. Agar kheta me koi sulfa ke kam ki tanda ho to magnesim sulfa 1% (10 gram 1 litar pani mein) dale. Dawa lagan se pehle kheta ki janch kare. Dawa ki sankhya kheta ke hisab se hoti hai. Dawa ko kheta mein dale, foliar spray nahi kare. Agar koi tanda nahi ho to foliar spray nahi karna chahiye. Agar koi sawal ho to KVK ya kheti ki madad kare.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:30.262723
si_v2_paraph_69ab9f3b_51,paraphrase_short,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,What is the foliar spray composition for maize in Punjab?,NP(S) 20-20-13 is not recommended for foliar spray. Magnesium sulphate can be used at 1% (10g in 1L water) if sulphur deficiency is observed. Always follow soil test recommendations.,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:31.351975
si_v2_paraph_69ab9f3b_52,paraphrase_problem_description,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,My maize crop is showing yellowing leaves and poor growth. What could be the issue and how should I manage it?,"The issue might be related to nutrient deficiency, particularly sulfur or magnesium. If sulfur deficiency is observed, magnesium sulfate can be applied at 1% concentration (10 gm in 1 liter water). However, the fertilizer NP(S) 20-20-0-13 is not recommended for foliar application. It should be applied as a soil fertilizer during sowing through broadcasting. Farmers are advised to conduct a soil test to determine the correct fertilizer quantity and method. Follow the prescribed application method and avoid indiscriminate use of fertilizers. For further guidance, contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:33.004364
si_v2_paraph_69ab9f3b_53,paraphrase_followup,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,You mentioned that NP(S) 20-20-0-13 should be applied during sowing through broadcasting — what is the recommended dosage per acre?,NP(S) 20-20-0-13 should be applied during sowing and through broadcasting. The dosage should be as per the crop and the soil (As per general recommendation for the State).,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:34.162666
si_v2_paraph_69ab9f3b_54,paraphrase_yes_no,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,Can NP(S) 20-20-0-13 be used as a foliar spray on maize?,"No, it is strictly advised to be applied as soil application. Farmers are recommended not to use this fertilizer for foliar spray.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:35.208313
si_v2_paraph_69ab9f3b_55,paraphrase_preventive,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,How can I prevent nutrient deficiencies in maize crops in Punjab?,"To prevent nutrient deficiencies in maize crops, farmers should conduct a soil test to determine the exact nutrient requirements. Based on the results, they should apply fertilizers like NP(S) 20-20-13 as per the crop and soil conditions, using the recommended methods such as broadcasting during sowing. It is important to avoid using fertilizers as foliar sprays unless there are visible deficiency symptoms. Magnesium sulphate can be used as a foliar spray at 1% (10 gm in 1 liter water) when sulphur deficiency symptoms are observed. Farmers should strictly follow prescribed methods and quantities to avoid phytotoxic effects and ensure efficient nutrient use.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:36.726448
si_v2_paraph_69ab9f3b_57,paraphrase_cause,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,Why is NP(S) 20-20-0-13 not recommended for foliar spray in maize crops?,"NP(S) 20-20-0-13 is not recommended for foliar spray because it is strictly advised to be applied as a soil application. Applying soil-applied fertilizers through foliar spray may cause phytotoxic effects on the crop or reduce fertilizer efficiency, thereby increasing the cost of cultivation.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:38.513943
si_v2_paraph_69ab9f3b_58,paraphrase_quantity_focused,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,What is the recommended dosage of NP(S) 20-20-0-13 fertilizer per acre for maize crop?,"100kg of this fertilizer is said to supply 20kg Nitrogen, 20kg phosphorus and 13kg sulphur to the field. It should be applied during sowing and through broadcasting. The dosage should be as per the crop and the soil (As per general recommendation for the State).",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:39.748963
si_v2_paraph_69ab9f3b_59,paraphrase_timing_focused,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,When should NP(S) 20-20-0-13 fertilizer be applied for maize crop in Punjab?,"NP(S) 20-20-0-13 should be applied during sowing and through broadcasting. It is advised not to use the NP(S) 20-20-0-13 with standing crops, and application of NP(S) 20-20-0-13 through seed-cum fertilizer gives better outputs.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:41.077406
si_v2_paraph_69ab9f3b_60,paraphrase_regional_hindi,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,Makka ke khet mein NPK 20:20:13 aur magnesium sulphate ke liye kya foliar spray ka composition hota hai?,"20:20:13 nahi hai. 20:20:0:13 fertilizer ka istemal karna chahiye. 20:20:0:13 20 kg nitrogen, 20 kg phosphorus, 13 kg sulphur deta hai. Is fertilizer ka istemal soil application ke liye kiya jata hai. Iska foliar spray ke roop mein istemal nahi karna chahiye. Agar khet me sulphur ki kuriti ho, to magnesium sulphate 1% (10 gm per liter pani) ka istemal karna chahiye. Khet me fertilizers ka istemal pahle soil test ke baad karna chahiye. Soil test ke hisab se fertilizers ka quantity nirdharit karna chahiye. Khet me fertilizers ko soil application ke roop me istemal karna chahiye. Agar koi bhi deficiency symptoms nahi ho to foliar spray nahi karna chahiye. Agar kuch samasya ho to Krishi Vigyan Kendra (KVK) ya khet ke kareeb ke khet ke pradarshak se sambandh karein.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:43.425684
si_v2_paraph_69ab9f3b_61,paraphrase_formal,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,"What is the recommended composition of NPK 20:20:13 and magnesium sulphate for foliar application in maize crops, and what are the correct application methods?","The fertilizer composition 20:20:13 is not recognized. It is likely that the farmer is referring to the NP(S) 20-20-13 fertilizer, which provides nitrogen, phosphorus, and sulphur. This fertilizer does not contain potassium. The recommended application of NP(S) 20-20-13 is as a soil application during sowing through broadcasting, and the dosage should be determined based on the crop requirements and soil conditions. It is not advised to use this fertilizer as a foliar spray. Magnesium sulphate can be applied as a foliar spray at a concentration of 1% (10 grams per liter of water) when symptoms of sulphur deficiency are observed. Farmers are advised to conduct a soil test before applying any fertilizers. The quantity and method of application should be based on the soil test results. It is important to follow the recommended application methods and quantities to avoid phytotoxic effects or reduced fertilizer efficiency. For further guidance, farmers are advised to contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:45.497498
si_v2_paraph_69ab9f3b_62,paraphrase_farmer_style,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,Maize ke khet mein NPK 20:20:13 aur magnesium sulphate ka kya chakkar hai? Khet mein kis tarah daalna chahiye?,"NPK 20:20:13 naam ka koi dawai nahi hai. 20:20:0:13 dawai hai, jo nitrojen, fosfor aur sulphur deta hai. 100 kg dawai mein 20 kg nitrojen, 20 kg fosfor aur 13 kg sulphur hota hai. Is dawai mein potassium nahi hota. Is dawai ko zameen mein utha ke daalna chahiye, khushkara ya seed ke saath. Iska dosha jism aur khet ke hisab se hota hai. Is dawai ko daalne se phale khet ke soil test karna chahiye. Is dawai ko chakkar ke liye nahi, zameen mein daalna chahiye. Agar khet me sulphur ki kami ho, to magnesium sulphate 1% (10 gm 1 litar pani mein) ka istemal karein. Dawai ko bilkul bhi phale ki chakkar mein nahi daalna chahiye, warna khet ko nuksan ho sakta hai.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:47.914656
si_v2_paraph_69ab9f3b_63,paraphrase_short,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,What is the foliar spray ratio for NPK 20:20:13 and magnesium sulphate for maize?,The fertilizer 20:20:13 is not recommended for foliar spray. Magnesium sulphate can be used at 1% (10g in 1L water) if sulphur deficiency occurs. Always follow soil test results and apply fertilizers as per recommended methods.,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:49.058828
si_v2_paraph_69ab9f3b_64,paraphrase_problem_description,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,My maize crop is showing yellowing leaves and poor growth. What should I do?,"The yellowing leaves and poor growth in your maize crop could indicate a nutrient deficiency. If sulfur deficiency is suspected, you can apply magnesium sulfate at 1% concentration (10 grams in 1 liter of water). However, it is important to conduct a soil test to determine the exact nutrient requirements of your crop. Based on the soil test results, you should apply fertilizers in the prescribed method and recommended quantities. Avoid using fertilizers as foliar sprays unless there are clear deficiency symptoms, as this can cause phytotoxic effects. For customized advice, contact your nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:50.605364
si_v2_paraph_69ab9f3b_65,paraphrase_followup,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,You mentioned that NP(S) 20-20-0-13 should not be used as a foliar spray — what are the risks if it is used in this way?,"Applying soil-applied fertilizers through foliar spray, or the indiscriminate use of fertilizers as foliar sprays without the occurrence of any deficiency symptoms, may cause phytotoxic effects on the crop or reduce fertilizer efficiency, thereby increasing the cost of cultivation.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:51.776089
